employee_id,age,attrition,businesstravel,$_dailyrate,department,distancefromhome,education,educationfield,environmentsatisfaction,gender,$_hourlyrate,jobinvolvement,joblevel,jobrole,jobsatisfaction,maritalstatus,$_monthlyincome,$_monthlyrate,numcompaniesworked,overtime,%_percentsalaryhike,performancerating,relationshipsatisfaction,standardhours,stockoptionlevel,totalworkingyears,trainingtimeslastyear,worklifebalance,yearsatcompany,yearsincurrentrole,yearssincelastpromotion,yearswithcurrmanager,datebirth,$_salary,remotework
556,32,No,non_travel,556.26,,2,3,medical,4,male,69.53,3,2, research scientist ,2,divorced,4492.84,11681.39,0,no,13,3.0,3,part time,2,10.0,4,2.0,9,,1,6,1991,53914.11,yes
557,33,No,non_travel,553.84,,16,3,life sciences,3,female,69.23,3,2, sales executive ,4,,,11630.67,1,yes,25,4.0,3,part time,1,7.0,2,3.0,6,,1,2,1990,53680.0,no
558,47,Yes,non_travel,1334.67, sales ,9,3,,3,male,,1,4, sales executive ,3,married,,28028.0,7,no,11,,3,full time,0,25.0,3,1.0,23,,14,10,1976,129360.0,yes
559,41,Yes,non_travel,556.26,,1,2,,2,female,,3,2, sales executive ,4,,4492.84,11681.39,8,yes,11,3.0,1,part time,0,8.0,0,1.0,6,,0,5,1982,53914.11,no
560,35,No,travel_rarely,290.04, research & development ,16,3,medical,1,male,36.25,4,1, laboratory technician ,2,married,,6090.75,0,,13,3.0,3,part time,1,6.0,5,3.0,5,,0,3,1988,28111.13,no
561,29,No,travel_rarely,290.04,,2,3,life sciences,3,male,36.25,3,1, research scientist ,2,married,2342.59,6090.75,0,no,23,4.0,4,part time,1,,3,3.0,5,,0,4,1994,28111.13,no
562,32,No,travel_rarely,556.26,,1,3,life sciences,2,male,,3,2, research scientist ,2,,4492.84,11681.39,1,no,17,3.0,2,part time,2,10.0,3,3.0,10,,0,9,1991,53914.11,yes
563,35,No,travel_rarely,290.04,,1,3,medical,2,male,36.25,2,1, research scientist ,3,single,2342.59,6090.75,1,no,18,3.0,1,part time,0,6.0,3,3.0,6,,0,4,1988,28111.13,no
564,56,No,non_travel,1032.49,,13,3,,4,male,,1,3, manufacturing director ,4,,8339.32,21682.23,4,no,11,3.0,1,,0,37.0,3,2.0,6,,0,2,1967,,yes
565,28,No,non_travel,435.5,,4,3,medical,2,male,,3,2, sales executive ,3,,,9145.5,1,,15,3.0,2,part time,0,5.0,3,4.0,5,,0,4,1995,42210.0,yes
566,25,Yes,travel_rarely,556.26,,5,3,,3,male,,2,2, sales executive ,3,single,4492.84,11681.39,1,yes,11,3.0,4,,0,,1,3.0,6,,0,3,1998,,yes
567,56,Yes,non_travel,512.06,,14,4,life sciences,2,female,,3,1, research scientist ,2,,,10753.17,9,,18,3.0,1,full time,3,7.0,2,3.0,5,,4,3,1967,49630.0,yes
568,26,No,non_travel,290.04, research & development ,6,3,,3,female,,2,1, research scientist ,2,married,,6090.75,1,,19,3.0,3,part time,0,5.0,3,2.0,5,,4,3,1997,28111.13,no
569,32,Yes,non_travel,433.33,,9,3,medical,1,female,,3,1, laboratory technician ,1,,3500.0,9100.0,7,no,22,4.0,1,,0,,2,4.0,5,,0,4,1991,,no
570,30,No,travel_rarely,290.04,,18,3,life sciences,1,female,,3,1, research scientist ,3,single,2342.59,6090.75,1,no,14,3.0,3,part time,0,,4,2.0,5,,0,4,1993,28111.13,yes
571,50,No,travel_rarely,1973.98,,11,3,,3,female,,3,5, manager ,2,,15943.72,41453.67,3,,15,3.0,2,,0,,5,3.0,5,,4,4,1973,,no
572,32,No,non_travel,290.04,,6,5,life sciences,3,male,,3,1, research scientist ,3,,2342.59,6090.75,3,no,20,4.0,1,part time,0,8.0,2,,5,,1,4,1991,28111.13,no
573,45,No,travel_rarely,516.49,,4,2,,3,female,,3,2, sales executive ,1,,4171.67,10846.33,4,,11,3.0,1,,1,9.0,3,4.0,5,,0,3,1978,,no
574,43,No,non_travel,290.04,,7,3,,4,male,36.25,4,1, research scientist ,4,divorced,2342.59,6090.75,4,no,14,3.0,4,part time,3,7.0,3,4.0,5,,2,2,1980,28111.13,yes
575,29,Yes,non_travel,788.15,,27,3,marketing,2,female,,3,3, sales executive ,4,married,,16551.17,1,,22,4.0,4,part time,3,10.0,3,2.0,10,,1,9,1994,76390.0,yes
576,31,No,non_travel,556.26, research & development ,1,4,medical,3,male,,1,2, manufacturing director ,3,,,11681.39,0,,12,3.0,4,part time,1,6.0,2,3.0,5,,1,4,1992,53914.11,yes
577,33,Yes,non_travel,290.04,,14,3,,3,male,,3,1, laboratory technician ,4,married,2342.59,6090.75,5,yes,13,3.0,3,,1,8.0,2,1.0,5,,0,4,1990,,no
578,31,Yes,non_travel,290.04,,29,2,,3,male,,2,1, laboratory technician ,2,,2342.59,6090.75,0,no,11,3.0,2,part time,0,,2,4.0,5,,1,4,1992,28111.13,yes
579,37,No,non_travel,670.84,,6,4,,3,male,,3,2, sales executive ,4,,5418.33,14087.67,4,no,14,3.0,2,,1,,5,4.0,5,,0,1,1986,,yes
580,50,No,non_travel,1973.98, research & development ,4,1,,1,male,,3,5, research director ,2,divorced,15943.72,41453.67,3,no,14,3.0,1,,2,28.0,4,2.0,10,,1,6,1973,,no
581,42,No,travel_frequently,1395.44,,26,3,,3,female,,3,4, sales executive ,2,married,,29304.17,5,,14,3.0,4,full time,1,,2,,20,,4,8,1981,135250.0,yes
582,27,No,non_travel,556.26,,2,3,,4,male,,3,2, sales executive ,3,,4492.84,11681.39,1,yes,11,3.0,1,,0,5.0,3,3.0,5,,0,4,1996,,yes
583,27,No,non_travel,655.06,,1,1,marketing,3,male,,3,2, sales executive ,2,,5290.83,13756.17,0,yes,13,3.0,4,,1,,0,,5,,1,4,1996,,yes
584,41,No,travel_rarely,556.26,,6,3,,4,male,,2,2, manufacturing director ,2,single,4492.84,11681.39,6,yes,15,3.0,4,part time,0,,3,3.0,5,,1,2,1982,53914.11,yes
585,37,No,travel_rarely,290.04,,10,3,medical,3,female,36.25,3,1, laboratory technician ,1,,2342.59,6090.75,6,no,20,4.0,2,part time,1,,3,3.0,5,4.0,0,3,1986,28111.13,yes
586,40,Yes,non_travel,658.25,,22,2,,22,male,,2,2, sales executive ,3,,,13823.33,2,yes,12,3.0,1,full time,2,8.0,6,3.0,6,,1,0,1983,63800.0,yes
587,55,No,non_travel,1582.77,,2,3,,3,female,197.85,3,4, manager ,4,single,12783.92,33238.2,2,yes,13,3.0,3,full time,0,,2,3.0,5,,1,2,1968,153407.07,no
588,26,Yes,travel_frequently,320.05,,3,1,,3,male,,3,1, research scientist ,1,,,6721.0,0,,22,4.0,3,full time,0,,2,3.0,6,,0,4,1997,31020.0,yes
589,40,No,travel_rarely,556.26,,2,2,marketing,4,female,,3,2, sales executive ,2,divorced,4492.84,11681.39,7,,12,3.0,3,part time,2,,5,3.0,5,,1,3,1983,53914.11,yes
590,25,No,non_travel,556.26, sales ,4,2,,2,female,,2,2, sales executive ,4,single,,11681.39,1,yes,11,3.0,2,part time,0,5.0,3,3.0,5,,1,3,1998,53914.11,no
591,30,No,non_travel,556.26,,12,3,,2,female,,3,2, sales executive ,3,single,,11681.39,0,no,11,,2,part time,0,,6,3.0,5,,4,4,1993,53914.11,yes
592,52,No,travel_rarely,1032.49,,32,3,,4,male,129.06,2,3, manufacturing director ,3,married,,21682.23,2,,14,,3,part time,0,,4,3.0,5,,0,4,1971,100071.84,no
593,42,No,travel_frequently,470.06,,12,2,,1,female,,3,2, research scientist ,3,,3796.67,9871.33,2,no,11,3.0,2,part time,1,19.0,3,3.0,5,,0,2,1981,45560.0,no
594,30,No,travel_rarely,556.26,,2,3,life sciences,3,female,,1,2, manufacturing director ,4,,4492.84,11681.39,2,no,20,4.0,3,,0,11.0,2,3.0,5,,0,2,1993,,yes
595,35,No,travel_rarely,436.43,,22,3,life sciences,4,male,54.55,1,1, laboratory technician ,3,single,3525.0,9165.0,0,no,15,3.0,3,full time,0,,2,3.0,5,,4,3,1988,42300.0,no
596,31,No,travel_rarely,1032.49,,7,3,,3,male,129.06,2,3, manager ,4,divorced,,21682.23,9,,21,4.0,3,part time,1,10.0,3,2.0,5,,0,1,1992,100071.84,yes
597,35,No,travel_rarely,501.33, sales ,1,3,,1,female,,3,2, sales executive ,3,single,,10527.83,1,,16,3.0,4,part time,0,5.0,3,3.0,5,,0,3,1988,48590.0,yes
598,25,No,non_travel,290.04,,13,1,,2,male,,3,1, sales representative ,3,,2342.59,6090.75,1,,11,3.0,3,,0,7.0,1,3.0,7,,0,6,1998,28111.13,yes
599,32,No,travel_rarely,652.27,,9,4,,1,female,81.53,3,2, research scientist ,4,married,,13697.67,1,,12,3.0,4,full time,1,6.0,2,,6,,0,5,1991,63220.0,no
600,47,Yes,non_travel,556.26,,27,2,life sciences,2,female,69.53,4,2, sales executive ,3,,4492.84,11681.39,4,yes,12,3.0,4,part time,0,8.0,2,3.0,5,,1,3,1976,53914.11,no
601,30,No,travel_frequently,290.04,,5,4,life sciences,2,male,36.25,2,1, research scientist ,4,divorced,,6090.75,9,no,12,3.0,2,part time,1,10.0,3,2.0,5,,0,3,1993,28111.13,yes
602,45,No,non_travel,1110.26,,9,3,marketing,4,male,,3,3, sales executive ,1,divorced,8967.5,23315.5,4,yes,12,3.0,3,full time,1,18.0,2,3.0,5,,0,2,1978,107610.0,no
603,36,No,travel_rarely,290.04,,8,3,life sciences,1,male,,2,1, human resources ,1,,2342.59,6090.75,0,,21,4.0,3,,0,,3,3.0,5,,0,3,1987,,yes
604,31,No,non_travel,290.04,,11,4,,4,male,,3,1, research scientist ,4,,2342.59,6090.75,3,,19,3.0,2,part time,1,,2,3.0,6,,0,2,1992,28111.13,yes
605,37,No,travel_frequently,306.74,,21,2,medical,3,female,,3,1, sales representative ,4,married,,6441.5,5,,15,3.0,2,full time,1,,3,3.0,5,4.0,0,0,1986,29730.0,no
606,39,No,travel_rarely,536.92,,2,3,life sciences,4,female,,2,2, human resources ,4,,4336.67,11275.33,8,no,11,3.0,3,part time,2,13.0,2,3.0,5,,0,4,1984,52040.0,no
607,42,No,non_travel,556.26,,14,2,,3,female,69.53,2,2, sales executive ,3,,4492.84,11681.39,7,,17,3.0,1,part time,0,,6,3.0,5,,0,3,1981,53914.11,yes
608,30,No,travel_rarely,1032.49,,8,2,,3,male,129.06,3,3, sales executive ,3,,8339.32,21682.23,5,no,11,3.0,1,part time,1,,2,4.0,8,,7,7,1993,100071.84,no
609,50,No,non_travel,1795.13,,1,2,medical,4,male,,3,4, research director ,4,divorced,14499.17,37697.83,9,no,22,,3,full time,1,32.0,1,2.0,5,,1,3,1973,173990.0,yes
610,59,No,travel_rarely,1032.49, sales ,1,2,,2,male,,3,3, manager ,4,,8339.32,21682.23,3,yes,14,3.0,3,,1,14.0,1,1.0,6,,0,4,1964,,yes
611,54,No,non_travel,1032.49,,2,4,life sciences,3,female,,2,3, sales executive ,3,married,8339.32,21682.23,6,no,11,3.0,2,part time,1,13.0,4,3.0,9,,7,0,1969,100071.84,yes
612,56,No,non_travel,290.04,,9,3,medical,1,female,36.25,3,1, research scientist ,3,married,,6090.75,2,no,19,3.0,2,part time,1,18.0,4,3.0,5,,0,3,1967,28111.13,no
613,48,No,non_travel,1742.1,,1,4,,1,male,217.76,4,4, manager ,4,single,,36584.17,2,no,22,,3,full time,0,,3,2.0,5,,2,1,1975,168850.0,yes
614,39,No,non_travel,556.26, research & development ,9,3,life sciences,3,male,,3,2, laboratory technician ,2,single,4492.84,11681.39,9,no,15,3.0,3,part time,0,9.0,2,2.0,5,,0,3,1984,53914.11,no
615,35,No,travel_rarely,446.02,,8,4,technical degree,3,male,,3,1, human resources ,3,,,9366.5,1,no,17,3.0,2,full time,0,6.0,2,1.0,5,,1,4,1988,43230.0,yes
616,42,No,travel_rarely,531.87, sales ,4,4,marketing,2,male,,3,2, sales executive ,1,single,4295.83,11169.17,7,no,13,3.0,4,,0,,3,,6,,1,5,1981,51550.0,no
617,44,Yes,non_travel,302.92,,10,4,,3,male,,3,1, research scientist ,3,single,,6361.33,1,yes,11,3.0,3,full time,0,6.0,4,3.0,6,,0,2,1979,29360.0,no
618,29,No,travel_rarely,290.04,,15,1,,2,female,36.25,1,1, research scientist ,4,married,,6090.75,0,yes,18,,1,part time,1,6.0,2,2.0,5,,1,3,1994,28111.13,no
619,33,No,non_travel,290.04,,2,3,human resources,2,male,,3,1, human resources ,3,,2342.59,6090.75,1,no,13,3.0,4,,1,5.0,2,3.0,5,,1,4,1990,,yes
620,54,No,travel_frequently,1032.49,,1,4,,4,female,,3,3, manufacturing director ,3,,8339.32,21682.23,7,no,17,3.0,1,part time,1,33.0,2,1.0,5,,1,4,1969,100071.84,no
621,46,No,non_travel,1938.55, sales ,4,2,,4,female,,2,5, manager ,2,married,15657.5,40709.5,2,,14,3.0,3,,1,,2,3.0,11,,0,8,1977,187890.0,yes
622,30,No,non_travel,556.26,,9,2,medical,3,female,,3,2, manufacturing director ,3,single,4492.84,11681.39,7,yes,18,,3,part time,0,10.0,3,3.0,8,4.0,1,7,1993,53914.11,yes
623,32,Yes,travel_rarely,503.8,,7,2,life sciences,4,male,,3,2, laboratory technician ,3,,4069.17,10579.83,1,,18,3.0,1,part time,1,,3,3.0,10,,1,1,1991,48830.0,yes
624,40,Yes,non_travel,1032.49,,25,4,,4,male,129.06,2,3, sales executive ,2,single,,21682.23,2,yes,12,3.0,3,part time,0,9.0,2,3.0,5,,1,0,1983,100071.84,yes
625,34,No,non_travel,209.34,,26,1,,1,female,,2,1, research scientist ,3,divorced,,4396.17,1,no,20,4.0,3,part time,3,5.0,2,3.0,5,,0,0,1989,20290.0,yes
626,39,No,travel_rarely,556.26, sales ,21,4,,1,male,,2,2, sales executive ,4,married,,11681.39,3,,12,3.0,4,part time,2,8.0,2,4.0,5,,1,4,1984,53914.11,no
627,37,No,non_travel,309.11,,4,1,,3,male,,3,1, research scientist ,3,married,2496.67,6491.33,7,yes,15,3.0,4,full time,0,8.0,2,3.0,6,,1,3,1986,29960.0,no
628,33,No,non_travel,556.26, sales ,41,1,life sciences,41,male,,3,2, sales executive ,4,married,4492.84,11681.39,6,,13,3.0,1,part time,0,8.0,2,4.0,5,,1,2,1990,53914.11,yes
629,39,No,non_travel,1032.49, research & development ,25,2,,3,male,129.06,3,3, healthcare representative ,3,,8339.32,21682.23,3,no,21,4.0,2,part time,1,13.0,2,3.0,6,,0,5,1984,100071.84,no
630,52,No,travel_rarely,290.04,,8,4,other,3,female,,3,1, laboratory technician ,1,married,,6090.75,9,no,13,,3,part time,0,12.0,2,1.0,5,,0,4,1971,28111.13,yes
631,36,No,non_travel,957.25,,3,4,,1,female,,3,2, sales executive ,2,single,7731.67,20102.33,3,yes,16,3.0,4,full time,0,15.0,3,3.0,5,,0,1,1987,92780.0,yes
632,36,No,non_travel,556.26,,47,4,life sciences,47,male,69.53,2,2, laboratory technician ,4,single,4492.84,11681.39,1,,16,3.0,3,part time,0,10.0,2,2.0,10,,1,8,1987,53914.11,yes
633,24,No,travel_rarely,429.41,,4,1,,4,female,,3,2, sales executive ,3,married,3468.33,9017.67,1,yes,12,3.0,3,,2,,3,3.0,5,,0,3,1999,,yes
634,34,No,travel_rarely,290.04,,1,3,life sciences,4,female,36.25,2,1, laboratory technician ,2,,,6090.75,5,no,17,3.0,1,part time,1,7.0,2,2.0,5,,0,2,1989,28111.13,no
635,28,No,non_travel,556.26, sales ,5,3,,4,male,,3,2, sales executive ,1,single,4492.84,11681.39,0,,18,3.0,4,part time,0,,4,3.0,5,,1,3,1995,53914.11,yes
636,33,No,travel_rarely,290.04, research & development ,4,4,medical,1,female,,2,1, laboratory technician ,2,,2342.59,6090.75,8,no,11,3.0,4,part time,0,8.0,5,3.0,5,,0,2,1990,28111.13,yes
637,47,No,travel_rarely,556.26,,14,3,medical,3,female,,3,2, sales executive ,3,married,4492.84,11681.39,3,,17,3.0,3,part time,1,,4,2.0,5,,1,2,1976,53914.11,yes
638,40,Yes,non_travel,290.04,,9,4,life sciences,4,male,36.25,3,1, laboratory technician ,1,single,2342.59,6090.75,3,,14,3.0,2,part time,0,15.0,3,1.0,5,,1,0,1983,28111.13,no
639,45,No,travel_rarely,290.04,,49,3,technical degree,49,male,,3,1, research scientist ,4,married,2342.59,6090.75,4,no,20,4.0,4,part time,1,,3,3.0,5,,0,3,1978,28111.13,yes
640,40,No,travel_rarely,556.26,,9,2,,1,male,69.53,3,2, sales executive ,1,,,11681.39,0,,12,3.0,4,part time,0,,5,4.0,8,,7,1,1983,53914.11,yes
641,29,No,non_travel,913.4,,2,1,life sciences,1,male,,3,2, healthcare representative ,4,,7377.5,19181.5,1,,19,3.0,4,full time,1,6.0,0,4.0,6,,1,3,1994,88530.0,yes
642,40,No,non_travel,556.26,,14,2,life sciences,4,female,,3,2, sales executive ,1,married,4492.84,11681.39,1,no,15,3.0,3,part time,1,5.0,2,3.0,5,,1,2,1983,53914.11,yes
643,43,No,non_travel,503.08,,27,3,,4,male,,4,1, laboratory technician ,2,divorced,,10564.67,5,,12,3.0,3,full time,1,,0,,6,,0,2,1980,48760.0,no
644,30,No,non_travel,220.9,,7,3,,2,male,,2,1, research scientist ,2,,,4638.83,1,no,12,3.0,2,part time,1,6.0,3,2.0,6,,1,1,1993,21410.0,yes
645,38,No,non_travel,800.22, research & development ,2,2,,4,female,,2,3, manufacturing director ,3,,6463.33,16804.67,3,,19,3.0,4,,1,10.0,6,4.0,5,,0,2,1985,,yes
646,37,No,travel_rarely,406.1, research & development ,10,3,,2,female,50.76,3,1, research scientist ,2,married,,8528.0,1,,11,3.0,1,full time,1,8.0,2,1.0,8,,7,7,1986,39360.0,no
647,39,No,travel_rarely,556.26,,12,3,medical,4,male,,3,2, manufacturing director ,2,,4492.84,11681.39,4,no,21,4.0,3,part time,0,,3,3.0,5,,1,0,1984,53914.11,yes
648,36,No,travel_rarely,705.92, research & development ,11,2,life sciences,11,male,88.24,4,2, healthcare representative ,1,divorced,,14824.33,6,no,20,4.0,1,full time,1,13.0,3,3.0,5,,0,4,1987,68420.0,yes
649,23,Yes,travel_rarely,411.56,,8,1,medical,4,male,,2,1, laboratory technician ,3,single,3324.17,8642.83,1,,11,,1,full time,0,5.0,2,3.0,5,,1,2,2000,39890.0,yes
650,35,No,non_travel,508.65,,2,4,,1,male,,2,1, research scientist ,4,,,10681.67,0,yes,14,3.0,3,full time,0,6.0,2,4.0,5,,1,4,1988,49300.0,yes
651,31,No,travel_frequently,556.26,,24,1,technical degree,4,female,,3,2, manufacturing director ,4,single,,11681.39,2,,20,4.0,4,part time,0,9.0,3,2.0,5,,1,4,1992,53914.11,yes
652,38,No,travel_rarely,381.95, research & development ,6,2,other,4,female,,2,1, laboratory technician ,3,married,3085.0,8021.0,1,no,11,3.0,2,,1,5.0,3,3.0,5,,0,4,1985,,yes
653,35,No,non_travel,279.09,,23,4,medical,2,male,,1,1, laboratory technician ,3,married,2254.17,5860.83,0,,16,,2,part time,1,6.0,2,4.0,5,,0,3,1988,27050.0,yes
654,40,No,non_travel,458.92,,12,3,,2,female,57.37,3,2, healthcare representative ,1,,3706.67,9637.33,2,,12,3.0,2,part time,1,15.0,3,3.0,7,,7,7,1983,44480.0,yes
655,27,No,travel_frequently,245.45, research & development ,48,2,,48,female,,3,1, laboratory technician ,4,single,,5154.5,0,yes,14,3.0,3,part time,0,6.0,3,2.0,5,,0,2,1996,23790.0,yes
656,41,No,non_travel,556.26,,8,3,,3,female,,3,2, sales executive ,2,,4492.84,11681.39,5,no,21,4.0,3,,1,14.0,3,3.0,5,,1,4,1982,,yes
657,33,No,travel_rarely,566.12,,15,4,marketing,2,male,,3,2, sales executive ,3,single,,11888.5,1,no,14,3.0,2,full time,0,,2,2.0,10,,0,9,1990,54870.0,no
658,49,No,non_travel,1973.98,,2,1,life sciences,2,male,,3,5, research director ,4,married,15943.72,41453.67,3,no,15,3.0,4,,0,28.0,3,3.0,5,,4,3,1974,,no
659,36,No,non_travel,289.92,,9,4,,1,male,,4,1, laboratory technician ,2,,,6088.33,1,no,22,4.0,2,part time,0,5.0,3,3.0,5,,0,2,1987,28100.0,yes
660,41,No,non_travel,922.17,,3,3,life sciences,3,male,115.27,2,2, sales executive ,2,divorced,7448.33,19365.67,2,,11,3.0,3,full time,1,14.0,5,3.0,5,,0,4,1982,89380.0,no
661,29,No,non_travel,290.04,,41,4,medical,41,female,,2,1, research scientist ,1,single,2342.59,6090.75,1,no,14,3.0,2,part time,0,5.0,3,1.0,5,,0,4,1994,28111.13,yes
662,31,No,non_travel,1025.14,,5,3,medical,2,male,,3,2, manufacturing director ,1,,8280.0,21528.0,0,no,19,3.0,2,full time,0,10.0,2,3.0,9,,1,7,1992,99360.0,yes
663,36,Yes,travel_rarely,290.04,,9,4,life sciences,3,male,,2,1, sales representative ,1,single,2342.59,6090.75,7,no,23,4.0,2,part time,0,,4,,5,,0,3,1987,28111.13,no
664,43,No,travel_rarely,290.04,,2,2,medical,4,female,36.25,4,1, research scientist ,3,,,6090.75,1,no,12,3.0,4,part time,2,6.0,3,2.0,5,,1,4,1980,28111.13,no
665,33,No,travel_frequently,556.26,,18,3,life sciences,18,female,,4,2, sales executive ,1,married,4492.84,11681.39,2,no,19,,1,part time,2,,3,3.0,5,,1,3,1990,53914.11,no
666,44,No,non_travel,562.71, sales ,1,5,marketing,2,female,,3,2, sales executive ,1,,,11817.0,5,,21,4.0,3,full time,1,9.0,2,2.0,4,,1,3,1979,54540.0,no
667,38,No,non_travel,556.26,,29,5,life sciences,4,female,,3,2, laboratory technician ,4,single,,11681.39,1,no,11,3.0,4,part time,0,10.0,2,3.0,10,,9,9,1985,53914.11,yes
668,50,No,non_travel,1933.49,,7,2,medical,2,female,,2,5, research director ,3,divorced,15616.67,40603.33,5,,12,,4,,1,,2,2.0,27,,13,8,1973,,no
669,59,No,travel_frequently,564.67,,1,1,,1,female,,2,2, sales executive ,3,single,4560.83,11858.17,7,no,11,,4,full time,0,20.0,2,2.0,4,,1,3,1964,54730.0,no
670,40,No,travel_frequently,1393.17,,1,4,life sciences,3,male,,2,4, healthcare representative ,2,married,11252.5,29256.5,1,no,22,4.0,4,full time,1,22.0,3,2.0,22,,11,11,1983,135030.0,no
671,54,No,travel_rarely,1397.91,,2,4,technical degree,1,female,,3,3, research director ,3,,11290.83,29356.17,9,no,12,3.0,1,full time,1,16.0,5,1.0,4,,0,3,1969,135490.0,no
672,50,No,non_travel,1874.89,,47,3,,1,female,,3,5, research director ,2,,,39372.67,3,yes,19,3.0,1,full time,0,28.0,1,2.0,8,,0,7,1973,181720.0,yes
673,54,No,non_travel,1582.77,,26,3,,4,female,,4,4, manager ,4,single,,33238.2,2,,12,,3,full time,0,,3,3.0,5,,4,4,1969,153407.07,yes
674,24,No,non_travel,286.21,,18,1,life sciences,2,male,35.78,3,1, laboratory technician ,3,married,2311.67,6010.33,0,no,12,3.0,3,part time,1,,2,3.0,5,,1,2,1999,27740.0,yes
675,37,No,travel_rarely,1032.49,,3,3,life sciences,3,male,,3,3, sales executive ,4,,8339.32,21682.23,2,no,12,3.0,1,part time,0,,3,3.0,5,,1,3,1986,100071.84,yes
676,30,No,travel_rarely,290.04,,2,1,,2,male,36.25,2,1, laboratory technician ,4,single,,6090.75,0,no,13,3.0,4,part time,0,6.0,3,3.0,5,,1,2,1993,28111.13,yes
677,34,No,travel_frequently,290.04,,10,4,,10,female,,3,1, sales representative ,3,,2342.59,6090.75,6,no,18,3.0,4,part time,1,,3,3.0,4,,1,2,1989,28111.13,no
678,57,No,travel_rarely,973.87, research & development ,24,2,,3,male,,4,3, healthcare representative ,4,divorced,7865.83,20451.17,3,,16,3.0,2,part time,1,12.0,2,1.0,5,,1,4,1966,94390.0,yes
679,38,No,travel_rarely,556.26,,1,4,life sciences,1,female,,2,2, sales executive ,4,single,4492.84,11681.39,4,,22,,3,,0,12.0,2,4.0,8,,0,7,1985,,no
680,41,Yes,travel_rarely,290.04,,20,2,marketing,2,female,,3,1, sales representative ,2,,2342.59,6090.75,1,yes,22,4.0,4,part time,0,4.0,5,2.0,4,,0,2,1982,28111.13,yes
681,42,No,non_travel,543.21,,21,2,,3,female,,3,2, manufacturing director ,3,divorced,4387.5,11407.5,2,,16,3.0,2,part time,1,11.0,5,3.0,5,,0,2,1981,52650.0,no
682,34,No,non_travel,393.61,,10,4,,4,male,,3,1, research scientist ,3,divorced,3179.17,8265.83,1,yes,17,3.0,4,full time,1,,4,4.0,5,,2,0,1989,38150.0,yes
683,30,Yes,non_travel,556.26,,26,4,,3,female,,2,2, sales executive ,1,,,11681.39,5,,15,3.0,3,part time,0,9.0,5,2.0,6,,0,1,1993,53914.11,yes
684,29,Yes,travel_rarely,246.48,,13,1,medical,13,male,,2,1, research scientist ,4,single,1990.83,5176.17,1,,13,3.0,3,part time,0,4.0,3,,4,,0,1,1994,23890.0,yes
685,32,No,non_travel,290.04,,4,2,,3,female,36.25,3,1, sales representative ,2,married,,6090.75,2,no,11,,1,part time,1,,5,3.0,4,,1,2,1991,28111.13,no
686,25,No,non_travel,412.7,,5,2,life sciences,2,male,,4,2, healthcare representative ,1,,3333.33,8666.67,1,no,12,3.0,4,,2,6.0,2,3.0,6,,1,5,1998,,yes
687,53,No,non_travel,1814.22,,3,4,,3,male,,3,4, research director ,3,married,14653.33,38098.67,3,yes,16,3.0,4,full time,3,21.0,5,2.0,5,,1,3,1970,175840.0,yes
688,26,No,non_travel,556.26, research & development ,11,2,medical,1,male,,3,2, healthcare representative ,1,married,,11681.39,1,,13,3.0,3,part time,1,5.0,3,3.0,5,,3,3,1997,53914.11,yes
689,28,No,non_travel,290.04,,8,2,,4,female,,3,1, research scientist ,4,,2342.59,6090.75,1,no,21,4.0,4,,0,,3,3.0,5,,0,2,1995,,yes
690,28,No,travel_rarely,584.07,,16,2,medical,2,male,,4,2, healthcare representative ,1,single,4717.5,12265.5,0,,19,3.0,3,,0,9.0,2,3.0,8,,0,7,1995,,yes
691,58,No,non_travel,556.26, research & development ,1,4,life sciences,4,male,,1,2, healthcare representative ,3,divorced,4492.84,11681.39,2,yes,13,3.0,4,part time,1,,2,3.0,5,,1,2,1965,53914.11,yes
692,27,No,travel_rarely,290.04,,5,3,,3,female,,3,1, research scientist ,2,single,,6090.75,1,,12,3.0,2,part time,0,4.0,2,,4,,1,2,1996,28111.13,yes
693,54,No,travel_frequently,502.36,,20,4,life sciences,4,female,,3,2, research scientist ,3,,4057.5,10549.5,3,,12,,4,,0,20.0,4,2.0,4,,0,3,1969,48690.0,no
694,40,No,travel_rarely,556.26,,45,2,,45,male,,1,2, sales executive ,4,married,4492.84,11681.39,2,,22,4.0,3,,3,,2,2.0,4,,0,2,1983,,yes
695,29,No,non_travel,479.66,,2,3,life sciences,4,male,59.96,3,2, sales executive ,3,,3874.17,10072.83,1,,14,,1,part time,1,,3,2.0,4,,0,2,1994,46490.0,yes
696,50,No,travel_rarely,1082.92,,10,3,,4,male,,2,3, healthcare representative ,4,,8746.67,22741.33,6,no,15,3.0,4,full time,0,20.0,2,3.0,4,,1,3,1973,104960.0,no
697,24,Yes,travel_rarely,290.04,,1,1,technical degree,1,female,36.25,3,1, sales representative ,2,single,2342.59,6090.75,1,yes,16,3.0,2,part time,0,6.0,4,3.0,5,,1,4,1999,28111.13,yes
